frame,x,y,dist_from_hoop_ft,shot_type,track_hits,track_score
344,694.1985815602836,423.51773049645385,0.6429706091020287,2PT,12,0.6738735075530508
336,329.9381180223285,320.11866028708135,0.20175077309097522,2PT,7,0.6481090373586011
344,1047.921052631579,54.3859649122807,1.2987489533164043,2PT,8,0.6393335515154119
340,1091.8692810457514,408.2352941176471,1.3583457955797118,2PT,6,0.525
346,132.5,671.0,0.9732405115788932,2PT,6,0.525
362,82.67647058823529,77.44607843137254,0.7226098183263554,2PT,11,0.78093177511244
354,1248.0311111111112,673.7688888888889,1.8211484629944423,2PT,6,0.4810292008667263
358,1235.2272727272727,650.4128787878788,1.7788243974517215,2PT,6,0.47872377628825347
426,1018.6842105263158,548.3625730994152,1.3137154946281568,2PT,40,0.44020278174050825
366,319.0752688172043,314.11414392059555,0.21178771664178256,2PT,14,0.5775781656307992
368,218.2323232323232,179.96969696969697,0.3994061017821302,2PT,9,0.35687379860704016
372,603.6,375.9,0.44452192118701683,2PT,8,0.5901408718884527
372,658.3712121212121,372.17424242424244,0.5344267825552399,2PT,7,0.6135807432284442
370,33.629629629629626,173.46560846560845,0.7478435969572705,2PT,6,0.75
370,774.7921146953404,470.7240143369175,0.8244447921791734,2PT,6,0.75
370,787.1424501424501,360.1623931623932,0.7612685409241317,2PT,6,0.6329433177013827
374,569.0466666666666,368.94,0.38128003015492,2PT,6,0.41292829355237937
374,556.6772486772486,333.78835978835974,0.32443181820564104,2PT,6,0.75
382,1051.2389033942559,507.15752828546556,1.3395129935958225,2PT,19,0.5796233057209007
384,992.24043715847,499.02732240437155,1.2273924135080063,2PT,14,0.6190582863998958
376,469.85507246376807,330.40579710144925,0.18858640063462764,2PT,6,0.6994047121002315
394,1266.5866666666666,426.06666666666666,1.6975991405775746,2PT,18,0.606638804917112
378,359.8165784832451,350.7019400352733,0.21168629930686836,2PT,6,0.75
378,1248.6172506738544,241.21024258760107,1.6296271502762774,2PT,17,0.5126072480523134
380,465.6837606837606,384.63247863247864,0.27591717357987006,2PT,6,0.4516692124328049
384,998.9639639639639,508.57657657657654,1.2466884874744173,2PT,12,0.6361758894318619
382,609.2031558185404,396.2899408284024,0.47565276617159863,2PT,6,0.75
382,187.2028985507246,486.7608695652174,0.6260463124759932,2PT,6,0.7126848632297781
396,847.0,248.0,0.8491732927273274,2PT,104,0.48466254405454895
390,977.5481481481481,249.92592592592592,1.1027774039724176,2PT,17,0.651810903281308
398,923.0,629.0,1.2346785107848761,2PT,18,0.6802409825515066
382,168.1719298245614,395.94035087719294,0.5448315369972951,2PT,6,0.75
402,903.4950552646887,303.2233856893543,0.9636214876739461,2PT,64,0.6178334571348757
386,126.11014492753623,486.82318840579705,0.7133769041189195,2PT,7,0.6489193732398402
384,947.7,217.53809523809522,1.0471531842446324,2PT,6,0.525
384,696.6307692307693,292.56410256410254,0.5619431250973174,2PT,19,0.4966971409964905
388,1023.4962962962962,256.5111111111111,1.1920364677626223,2PT,8,0.6933625523692519
384,73.69166666666666,442.6916666666666,0.7492743949785523,2PT,6,0.49705137985592873
388,905.8552827380952,542.2459077380952,1.1144081864338633,2PT,17,0.451916222773061
390,934.7363636363636,523.3621212121212,1.1460506105525985,2PT,22,0.4332036065862705
386,955.6496437054632,515.5384006334125,1.1756961529903192,2PT,21,0.4890346773007185
386,21.23076923076923,439.1923076923077,0.8367061888437601,2PT,7,0.41349713636127455
392,6.971887550200803,531.2088353413654,0.9504382143767065,2PT,9,0.6570160192617387
418,827.5585585585585,545.7567567567568,0.9897454694065507,2PT,26,0.42536508975508064
388,678.6666666666666,172.80606060606058,0.5453383652537546,2PT,12,0.49766415929763197
392,954.0,561.0,1.2136941078126964,2PT,24,0.6022632271950593
416,130.50896057347668,482.9820788530465,0.702035584342868,2PT,22,0.5211147944936071
390,1178.7421875,500.10026041666663,1.568343291622365,2PT,13,0.4799685180986292
396,956.3098201936376,649.7662517289073,1.3107515626908652,2PT,23,0.45245017496149786
388,16.5,472.5,0.8745347391768464,2PT,9,0.4516629589679434
388,900.3548387096774,491.6505376344086,1.058760703000847,2PT,6,0.7160084274600237
